praktikanta,(pr|a|k)-(t|i)-(k|a|n)-(t|a),8
fekundaj,(f|e)-(k|u|n)-(d|a|j),8
engaĝiĝintaj,(∅|e|n)-(g|a)-(ĝ|i)-(ĝ|i|n)-(t|a|j),8
subalternaj,(s|u)-(b|a|l)-(t|e|r)-(n|a|j),8
neleĝan,(n|e)-(l|e)-(ĝ|a|n),8
izola,(∅|i)-(z|o)-(l|a),8
kreska,(kr|e|s)-(k|a),8
ekscesaj,(∅|e|k)-(sc|e)-(s|a|j),8
montenegra,(m|o|n)-(t|e)-(n|e|g)-(r|a),8
naciistajn,(n|a)-(c|i)-(∅|i|s)-(t|a|jn),8
serbajn,(s|e|r)-(b|a|jn),8
leĝofara,(l|e)-(ĝ|o)-(f|a)-(r|a),8
ses_monata,(s|e|s)-(m|o)-(n|a)-(t|a),8
polvaj,(p|o|l)-(v|a|j),8
manipulata,(m|a)-(n|i)-(p|u)-(l|a)-(t|a),8
operacian,(∅|o)-(p|e)-(r|a)-(c|i)-(∅|a|n),8
kubajn,(k|u)-(b|a|jn),8
pagipovaj,(p|a)-(g|i)-(p|o)-(v|a|j),8
bon_fartaj,(b|o|n)-(f|a|r)-(t|a|j),8
postulatajn,(p|o|s)-(t|u)-(l|a)-(t|a|jn),8
neper_fortaj,(n|e)-(p|e|r)-(f|o|r)-(t|a|j),8
cionismaj,(c|i)-(∅|o)-(n|i|s)-(m|a|j),8
kompilitaj,(k|o|m)-(p|i)-(l|i)-(t|a|j),8
lastatempajn,(l|a|s)-(t|a)-(t|e|m)-(p|a|jn),8
hunda,(h|u|n)-(d|a),8
cionisma,(c|i)-(∅|o)-(n|i|s)-(m|a),8
pafitaj,(p|a)-(f|i)-(t|a|j),8
spertajn,(sp|e|r)-(t|a|jn),8
ugandaj,(∅|u)-(g|a|n)-(d|a|j),8
mem_starajn,(m|e|m)-(st|a)-(r|a|jn),8
rezultinta,(r|e)-(z|u|l)-(t|i|n)-(t|a),8
grand_skalajn,(gr|a|nd)-(sk|a)-(l|a|jn),8
liber_komercan,(l|i)-(b|e|r)-(k|o)-(m|e|r)-(c|a|n),8
honorataj,(h|o)-(n|o)-(r|a)-(t|a|j),8
kredinta,(kr|e)-(d|i|n)-(t|a),8
pensita,(p|e|n)-(s|i)-(t|a),8
platona,(pl|a)-(t|o)-(n|a),8
talibanaj,(t|a)-(l|i)-(b|a)-(n|a|j),8
sen_sciaj,(s|e|n)-(sc|i)-(∅|a|j),8
super_plena,(s|u)-(p|e|r)-(pl|e)-(n|a),8
neprofit_cela,(n|e|p)-(r|o)-(f|i|t)-(c|e)-(l|a),8
zorgigaj,(z|o|r)-(g|i)-(g|a|j),8
esprimanta,(∅|e|s)-(pr|i)-(m|a|n)-(t|a),8
pakistanajn,(p|a)-(k|i|s)-(t|a)-(n|a|jn),8
sen_karna,(s|e|n)-(k|a|r)-(n|a),8
protektaj,(pr|o)-(t|e|k)-(t|a|j),8
trudema,(tr|u)-(d|e)-(m|a),8
ras_disiga,(r|a|s)-(d|i)-(s|i)-(g|a),8
siniora,(s|i)-(n|i)-(∅|o)-(r|a),8
afganan,(∅|a|f)-(g|a)-(n|a|n),8
anstataŭan,(∅|a|n)-(st|a)-(t|a|ŭ)-(∅|a|n),8
ornamaj,(∅|o|r)-(n|a)-(m|a|j),8
vidanta,(v|i)-(d|a|n)-(t|a),8
embarasajn,(∅|e|m)-(b|a)-(r|a)-(s|a|jn),8
mezurata,(m|e)-(z|u)-(r|a)-(t|a),8
tuŝantaj,(t|u)-(ŝ|a|n)-(t|a|j),8
absurdan,(∅|a|b)-(s|u|r)-(d|a|n),8
okupantaj,(∅|o)-(k|u)-(p|a|n)-(t|a|j),8
bolŝevisma,(b|o|l)-(ŝ|e)-(v|i|s)-(m|a),8
bizaraj,(b|i)-(z|a)-(r|a|j),8
implikitajn,(∅|i|m)-(pl|i)-(k|i)-(t|a|jn),8
laboratoria,(l|a)-(b|o)-(r|a)-(t|o)-(r|i)-(∅|a),8
dis_rompita,(d|i|s)-(r|o|m)-(p|i)-(t|a),8
long_tempaj,(l|o|ng)-(t|e|m)-(p|a|j),8
pridisputata,(pr|i)-(d|i|s)-(p|u)-(t|a)-(t|a),8
turkmena,(t|u|r)-(km|e)-(n|a),8
duonjar_centa,(d|u)-(∅|o|n)-(j|a|r)-(c|e|n)-(t|a),8
argentinaj,(∅|a|r)-(g|e|n)-(t|i)-(n|a|j),8
gravedaj,(gr|a)-(v|e)-(d|a|j),8
sieĝataj,(s|i)-(∅|e)-(ĝ|a)-(t|a|j),8
masakritaj,(m|a)-(s|a|k)-(r|i)-(t|a|j),8
kontestatan,(k|o|n)-(t|e|s)-(t|a)-(t|a|n),8
georgia,(g|e)-(∅|o|r)-(g|i)-(∅|a),8
anoncitan,(∅|a)-(n|o|n)-(c|i)-(t|a|n),8
princaj,(pr|i|n)-(c|a|j),8
memoriga,(m|e)-(m|o)-(r|i)-(g|a),8
dinamikaj,(d|i)-(n|a)-(m|i)-(k|a|j),8
spacaj,(sp|a)-(c|a|j),8
okupiĝantaj,(∅|o)-(k|u)-(p|i)-(ĝ|a|n)-(t|a|j),8
partaj,(p|a|r)-(t|a|j),8
rapidegaj,(r|a)-(p|i)-(d|e)-(g|a|j),8
rakontitaj,(r|a)-(k|o|n)-(t|i)-(t|a|j),8
mal_ĉasta,(m|a|l)-(ĉ|a|s)-(t|a),8
trudaj,(tr|u)-(d|a|j),8
mal_kohera,(m|a|l)-(k|o)-(h|e)-(r|a),8
nekredeblajn,(n|e|k)-(r|e)-(d|e|b)-(l|a|jn),8
departementa,(d|e)-(p|a|r)-(t|e)-(m|e|n)-(t|a),8
for_rabitaj,(f|o|r)-(r|a)-(b|i)-(t|a|j),8
faŝistaj,(f|a)-(ŝ|i|s)-(t|a|j),8
barbaran,(b|a|r)-(b|a)-(r|a|n),8
ukrainajn,(∅|u|k)-(r|a)-(∅|i)-(n|a|jn),8
demografiajn,(d|e)-(m|o|g)-(r|a)-(f|i)-(∅|a|jn),8
unuagrada,(∅|u)-(n|u)-(∅|a|g)-(r|a)-(d|a),8
aludita,(∅|a)-(l|u)-(d|i)-(t|a),8
bedaŭrindajn,(b|e)-(d|a|ŭ)-(r|i|n)-(d|a|jn),8
investa,(∅|i|n)-(v|e|s)-(t|a),8
senegalaj,(s|e)-(n|e)-(g|a)-(l|a|j),8
eksplodemaj,(∅|e|ks)-(pl|o)-(d|e)-(m|a|j),8
holivuda,(h|o)-(l|i)-(v|u)-(d|a),8
statistikan,(st|a)-(t|i|s)-(t|i)-(k|a|n),8
neatingeblaj,(n|e)-(∅|a)-(t|i|n)-(g|e|b)-(l|a|j),8
manaĝera,(m|a)-(n|a)-(ĝ|e)-(r|a),8
vulgaraj,(v|u|l)-(g|a)-(r|a|j),8
kontraktinta,(k|o|n)-(tr|a|k)-(t|i|n)-(t|a),8
kompromitita,(k|o|m)-(pr|o)-(m|i)-(t|i)-(t|a),8
murdataj,(m|u|r)-(d|a)-(t|a|j),8
neaŭdebla,(n|e)-(∅|a|ŭ)-(d|e|b)-(l|a),8
mal_glata,(m|a|l)-(gl|a)-(t|a),8
viktoria,(v|i|k)-(t|o)-(r|i)-(∅|a),8
bordaj,(b|o|r)-(d|a|j),8
interpretataj,(∅|i|n)-(t|e|r)-(pr|e)-(t|a)-(t|a|j),8
vidantaj,(v|i)-(d|a|n)-(t|a|j),8
lastatempan,(l|a|s)-(t|a)-(t|e|m)-(p|a|n),8
simpligitan,(s|i|m)-(pl|i)-(g|i)-(t|a|n),8
kooperativaj,(k|o)-(∅|o)-(p|e)-(r|a)-(t|i)-(v|a|j),8
klasan,(kl|a)-(s|a|n),8
redonitaj,(r|e)-(d|o)-(n|i)-(t|a|j),8
disponanta,(d|i|s)-(p|o)-(n|a|n)-(t|a),8
glita,(gl|i)-(t|a),8
heroan,(h|e)-(r|o)-(∅|a|n),8
mal_kaŝitaj,(m|a|l)-(k|a)-(ŝ|i)-(t|a|j),8
sen_danĝeran,(s|e|n)-(d|a|n)-(ĝ|e)-(r|a|n),8
kompreninta,(k|o|m)-(pr|e)-(n|i|n)-(t|a),8
mal_laboremaj,(m|a|l)-(l|a)-(b|o)-(r|e)-(m|a|j),8
inter_konaj,(∅|i|n)-(t|e|r)-(k|o)-(n|a|j),8
koraj,(k|o)-(r|a|j),8
eksploda,(∅|e|ks)-(pl|o)-(d|a),8
ironian,(∅|i)-(r|o)-(n|i)-(∅|a|n),8
al_ĝustigaj,(∅|a|l)-(ĝ|u|s)-(t|i)-(g|a|j),8
unupartia,(∅|u)-(n|u)-(p|a|r)-(t|i)-(∅|a),8
al_logitaj,(∅|a|l)-(l|o)-(g|i)-(t|a|j),8
fundamentismaj,(f|u|n)-(d|a)-(m|e|n)-(t|i|s)-(m|a|j),8
provokan,(pr|o)-(v|o)-(k|a|n),8
parazitaj,(p|a)-(r|a)-(z|i)-(t|a|j),8
ribelanta,(r|i)-(b|e)-(l|a|n)-(t|a),8
hidroelektra,(h|i|d)-(r|o)-(∅|e)-(l|e|k)-(tr|a),8
nesolvitaj,(n|e)-(s|o|l)-(v|i)-(t|a|j),8
oponantaj,(∅|o)-(p|o)-(n|a|n)-(t|a|j),8
strebanta,(str|e)-(b|a|n)-(t|a),8
anstataŭata,(∅|a|n)-(st|a)-(t|a|ŭ)-(∅|a)-(t|a),8
konsultata,(k|o|n)-(s|u|l)-(t|a)-(t|a),8
emancipa,(∅|e)-(m|a|n)-(c|i)-(p|a),8
erotika,(∅|e)-(r|o)-(t|i)-(k|a),8
atomenergia,(∅|a)-(t|o)-(m|e)-(n|e|r)-(g|i)-(∅|a),8
apoganta,(∅|a)-(p|o)-(g|a|n)-(t|a),8
malaktuala,(m|a)-(l|a|k)-(t|u)-(∅|a)-(l|a),8
viditan,(v|i)-(d|i)-(t|a|n),8
solvenda,(s|o|l)-(v|e|n)-(d|a),8
alispecajn,(∅|a)-(l|i|s)-(p|e)-(c|a|jn),8
silentigita,(s|i)-(l|e|n)-(t|i)-(g|i)-(t|a),8
instiga,(∅|i|n)-(st|i)-(g|a),8
kronikan,(kr|o)-(n|i)-(k|a|n),8
nelimigita,(n|e)-(l|i)-(m|i)-(g|i)-(t|a),8
kredita,(kr|e)-(d|i)-(t|a),8
liberalismaj,(l|i)-(b|e)-(r|a)-(l|i|s)-(m|a|j),8
legitimajn,(l|e)-(g|i)-(t|i)-(m|a|jn),8
surprizajn,(s|u|r)-(pr|i)-(z|a|jn),8
honkonga,(h|o|n)-(k|o|n)-(g|a),8
metia,(m|e)-(t|i)-(∅|a),8
reva,(r|e)-(v|a),8
bur_giba,(b|u|r)-(g|i)-(b|a),8
dub_senca,(d|u|b)-(s|e|n)-(c|a),8
frostigita,(fr|o|s)-(t|i)-(g|i)-(t|a),8
avantaĝaj,(∅|a)-(v|a|n)-(t|a)-(ĝ|a|j),8
naskanta,(n|a|s)-(k|a|n)-(t|a),8
sub_ĉielaj,(s|u|b)-(ĉ|i)-(∅|e)-(l|a|j),8
minejan,(m|i)-(n|e)-(j|a|n),8
preferatajn,(pr|e)-(f|e)-(r|a)-(t|a|jn),8
vakaj,(v|a)-(k|a|j),8
mal_konektita,(m|a|l)-(k|o)-(n|e|k)-(t|i)-(t|a),8
ekscitaj,(∅|e|k)-(sc|i)-(t|a|j),8
profetan,(pr|o)-(f|e)-(t|a|n),8
avertitaj,(∅|a)-(v|e|r)-(t|i)-(t|a|j),8
mal_precizan,(m|a|l)-(pr|e)-(c|i)-(z|a|n),8
trempitaj,(tr|e|m)-(p|i)-(t|a|j),8
flekseblaj,(fl|e|k)-(s|e|b)-(l|a|j),8
mezuman,(m|e)-(z|u)-(m|a|n),8
identecan,(∅|i)-(d|e|n)-(t|e)-(c|a|n),8
eksportantaj,(∅|e|k)-(sp|o|r)-(t|a|n)-(t|a|j),8
citataj,(c|i)-(t|a)-(t|a|j),8
pompaj,(p|o|m)-(p|a|j),8
embarasata,(∅|e|m)-(b|a)-(r|a)-(s|a)-(t|a),8
federaciajn,(f|e)-(d|e)-(r|a)-(c|i)-(∅|a|jn),8
ĉela,(ĉ|e)-(l|a),8
kontestebla,(k|o|n)-(t|e|s)-(t|e|b)-(l|a),8
atakema,(∅|a)-(t|a)-(k|e)-(m|a),8
spica,(sp|i)-(c|a),8
sahela,(s|a)-(h|e)-(l|a),8
niĝera,(n|i)-(ĝ|e)-(r|a),8
konservemaj,(k|o|n)-(s|e|r)-(v|e)-(m|a|j),8
komplementan,(k|o|m)-(pl|e)-(m|e|n)-(t|a|n),8
korana,(k|o)-(r|a)-(n|a),8
inter_religiaj,(∅|i|n)-(t|e|r)-(r|e)-(l|i)-(g|i)-(∅|a|j),8
sen_bridaj,(s|e|n)-(br|i)-(d|a|j),8
kampala,(k|a|m)-(p|a)-(l|a),8
medikamenta,(m|e)-(d|i)-(k|a)-(m|e|n)-(t|a),8
plej_supra,(pl|e|j)-(s|u|p)-(r|a),8
grandaĝa,(gr|a|n)-(d|a)-(ĝ|a),8
mal_firma,(m|a|l)-(f|i|r)-(m|a),8
okazantajn,(∅|o)-(k|a)-(z|a|n)-(t|a|jn),8
anstataŭanta,(∅|a|n)-(st|a)-(t|a|ŭ)-(∅|a|n)-(t|a),8
belgan,(b|e|l)-(g|a|n),8
rigidajn,(r|i)-(g|i)-(d|a|jn),8
popolista,(p|o)-(p|o)-(l|i|s)-(t|a),8
fiskan,(f|i|s)-(k|a|n),8
fiŝistaj,(f|i)-(ŝ|i|s)-(t|a|j),8
scienc_fikciaj,(sc|i)-(∅|e|nc)-(f|i|k)-(c|i)-(∅|a|j),8
banalajn,(b|a)-(n|a)-(l|a|jn),8
famiĝinta,(f|a)-(m|i)-(ĝ|i|n)-(t|a),8
ŝanĝanta,(ŝ|a|n)-(ĝ|a|n)-(t|a),8
nivelaj,(n|i)-(v|e)-(l|a|j),8
neretenebla,(n|e)-(r|e)-(t|e)-(n|e|b)-(l|a),8
super_regata,(s|u)-(p|e|r)-(r|e)-(g|a)-(t|a),8
demisiinta,(d|e)-(m|i)-(s|i)-(∅|i|n)-(t|a),8
linia,(l|i)-(n|i)-(∅|a),8
kataraj,(k|a)-(t|a)-(r|a|j),8
ricevataj,(r|i)-(c|e)-(v|a)-(t|a|j),8
fumanta,(f|u)-(m|a|n)-(t|a),8
konkurenc_kapablaj,(k|o|n)-(k|u)-(r|e|nc)-(k|a)-(p|a|b)-(l|a|j),8
flata,(fl|a)-(t|a),8
konfuzata,(k|o|n)-(f|u)-(z|a)-(t|a),8
neloĝataj,(n|e)-(l|o)-(ĝ|a)-(t|a|j),8
frontan,(fr|o|n)-(t|a|n),8
maskitaj,(m|a|s)-(k|i)-(t|a|j),8
konfidencajn,(k|o|n)-(f|i)-(d|e|n)-(c|a|jn),8
konstruanta,(k|o|ns)-(tr|u)-(∅|a|n)-(t|a),8
for_balaitaj,(f|o|r)-(b|a)-(l|a)-(∅|i)-(t|a|j),8
mal_virtan,(m|a|l)-(v|i|r)-(t|a|n),8
kondamnata,(k|o|n)-(d|a|m)-(n|a)-(t|a),8
krean,(kr|e)-(∅|a|n),8
nutrita,(n|u|t)-(r|i)-(t|a),8
diskriminaciataj,(d|i|s)-(kr|i)-(m|i)-(n|a)-(c|i)-(∅|a)-(t|a|j),8
falintajn,(f|a)-(l|i|n)-(t|a|jn),8
hezita,(h|e)-(z|i)-(t|a),8
defendanta,(d|e)-(f|e|n)-(d|a|n)-(t|a),8
emeritaj,(∅|e)-(m|e)-(r|i)-(t|a|j),8
ludinta,(l|u)-(d|i|n)-(t|a),8
klarigan,(kl|a)-(r|i)-(g|a|n),8
maloficiala,(m|a)-(l|o)-(f|i)-(c|i)-(∅|a)-(l|a),8
alilanda,(∅|a)-(l|i)-(l|a|n)-(d|a),8
fantomaj,(f|a|n)-(t|o)-(m|a|j),8
medina,(m|e)-(d|i)-(n|a),8
telekomunika,(t|e)-(l|e)-(k|o)-(m|u)-(n|i)-(k|a),8
teruriga,(t|e)-(r|u)-(r|i)-(g|a),8
spegula,(sp|e)-(g|u)-(l|a),8
profana,(pr|o)-(f|a)-(n|a),8
militeca,(m|i)-(l|i)-(t|e)-(c|a),8
el_montrata,(∅|e|l)-(m|o|n)-(tr|a)-(t|a),8
timida,(t|i)-(m|i)-(d|a),8
preparanta,(pr|e)-(p|a)-(r|a|n)-(t|a),8
duflankan,(d|u|f)-(l|a|n)-(k|a|n),8
universalisma,(∅|u)-(n|i)-(v|e|r)-(s|a)-(l|i|s)-(m|a),8
breditaj,(br|e)-(d|i)-(t|a|j),8
komunistajn,(k|o)-(m|u)-(n|i|s)-(t|a|jn),8
mis_proporcia,(m|i|s)-(pr|o)-(p|o|r)-(c|i)-(∅|a),8
dupartia,(d|u)-(p|a|r)-(t|i)-(∅|a),8
ekvatora,(∅|e|k)-(v|a)-(t|o)-(r|a),8
preskaŭa,(pr|e|s)-(k|a|ŭ)-(∅|a),8
malavarajn,(m|a)-(l|a)-(v|a)-(r|a|jn),8
sen_kompleksa,(s|e|n)-(k|o|m)-(pl|e|k)-(s|a),8
decidintaj,(d|e)-(c|i)-(d|i|n)-(t|a|j),8
mem_serva,(m|e|m)-(s|e|r)-(v|a),8
loĝistika,(l|o)-(ĝ|i|s)-(t|i)-(k|a),8
argentinan,(∅|a|r)-(g|e|n)-(t|i)-(n|a|n),8
statutaj,(st|a)-(t|u)-(t|a|j),8
mastruma,(m|a|s)-(tr|u)-(m|a),8
intuicia,(∅|i|n)-(t|u)-(∅|i)-(c|i)-(∅|a),8
asekuraj,(∅|a)-(s|e)-(k|u)-(r|a|j),8
ironta,(∅|i)-(r|o|n)-(t|a),8
dorlotitaj,(d|o|r)-(l|o)-(t|i)-(t|a|j),8
urdua,(∅|u|r)-(d|u)-(∅|a),8
pulvorigita,(p|u|l)-(v|o)-(r|i)-(g|i)-(t|a),8
gvidantan,(gv|i)-(d|a|n)-(t|a|n),8
seninter_rompaj,(s|e)-(n|i|n)-(t|e|r)-(r|o|m)-(p|a|j),8
ŝaŭmanta,(ŝ|a|ŭ)-(m|a|n)-(t|a),8
perturba,(p|e|r)-(t|u|r)-(b|a),8
oriana,(∅|o)-(r|i)-(∅|a)-(n|a),8
improvizitan,(∅|i|m)-(pr|o)-(v|i)-(z|i)-(t|a|n),8
obskuran,(∅|o|b)-(sk|u)-(r|a|n),8
mal_libera,(m|a|l)-(l|i)-(b|e)-(r|a),8
indiferentan,(∅|i|n)-(d|i)-(f|e)-(r|e|n)-(t|a|n),8
doganajn,(d|o)-(g|a)-(n|a|jn),8
marŝantaj,(m|a|r)-(ŝ|a|n)-(t|a|j),8
protestaj,(pr|o)-(t|e|s)-(t|a|j),8
mal_multegaj,(m|a|l)-(m|u|l)-(t|e)-(g|a|j),8
porteblaj,(p|o|r)-(t|e|b)-(l|a|j),8
sek_vinda,(s|e|k)-(v|i|n)-(d|a),8
programitaj,(pr|o|g)-(r|a)-(m|i)-(t|a|j),8
kontestita,(k|o|n)-(t|e|s)-(t|i)-(t|a),8
ksenofobia,(ks|e)-(n|o)-(f|o)-(b|i)-(∅|a),8
jesa,(j|e)-(s|a),8
fatalaj,(f|a)-(t|a)-(l|a|j),8
preskribita,(pr|e|s)-(kr|i)-(b|i)-(t|a),8
esperitan,(∅|e|s)-(p|e)-(r|i)-(t|a|n),8
forgesitan,(f|o|r)-(g|e)-(s|i)-(t|a|n),8
kvin_jaran,(kv|i|n)-(j|a)-(r|a|n),8
nomitajn,(n|o)-(m|i)-(t|a|jn),8
pardonema,(p|a|r)-(d|o)-(n|e)-(m|a),8
kontrolitaj,(k|o|n)-(tr|o)-(l|i)-(t|a|j),8
nemoveblaj,(n|e)-(m|o)-(v|e|b)-(l|a|j),8
ekzotaj,(∅|e|k)-(z|o)-(t|a|j),8
sonora,(s|o)-(n|o)-(r|a),8
laŭdindaj,(l|a|ŭ)-(d|i|n)-(d|a|j),8
normiga,(n|o|r)-(m|i)-(g|a),8
sincerajn,(s|i|n)-(c|e)-(r|a|jn),8
mordanta,(m|o|r)-(d|a|n)-(t|a),8
lastinstanca,(l|a|s)-(t|i|n)-(st|a|n)-(c|a),8
senindulgaj,(s|e)-(n|i|n)-(d|u|l)-(g|a|j),8
naskiĝa,(n|a|s)-(k|i)-(ĝ|a),8
nutritaj,(n|u|t)-(r|i)-(t|a|j),8
homaran,(h|o)-(m|a)-(r|a|n),8
ajnajn,(∅|a|j)-(n|a|jn),8
dekstrulaj,(d|e|ks)-(tr|u)-(l|a|j),8
pelitaj,(p|e)-(l|i)-(t|a|j),8
foran,(f|o)-(r|a|n),8
sanajn,(s|a)-(n|a|jn),8
informataj,(∅|i|n)-(f|o|r)-(m|a)-(t|a|j),8
kultaj,(k|u|l)-(t|a|j),8
ĝis_tiamaj,(ĝ|i|s)-(t|i)-(∅|a)-(m|a|j),8
ses_taga,(s|e|s)-(t|a)-(g|a),8
usoneca,(∅|u)-(s|o)-(n|e)-(c|a),8
ribelemaj,(r|i)-(b|e)-(l|e)-(m|a|j),8
formiĝanta,(f|o|r)-(m|i)-(ĝ|a|n)-(t|a),8
en_landajn,(∅|e|n)-(l|a|n)-(d|a|jn),8
respektemaj,(r|e|s)-(p|e|k)-(t|e)-(m|a|j),8
albanajn,(∅|a|l)-(b|a)-(n|a|jn),8
kondukantajn,(k|o|n)-(d|u)-(k|a|n)-(t|a|jn),8
tolereman,(t|o)-(l|e)-(r|e)-(m|a|n),8
al_logataj,(∅|a|l)-(l|o)-(g|a)-(t|a|j),8
idiliaj,(∅|i)-(d|i)-(l|i)-(∅|a|j),8
atingitan,(∅|a)-(t|i|n)-(g|i)-(t|a|n),8
perla,(p|e|r)-(l|a),8
entuziasmajn,(∅|e|n)-(t|u)-(z|i)-(∅|a|s)-(m|a|jn),8
importata,(∅|i|m)-(p|o|r)-(t|a)-(t|a),8
sen_funda,(s|e|n)-(f|u|n)-(d|a),8
estetikan,(∅|e|s)-(t|e)-(t|i)-(k|a|n),8
matematikan,(m|a)-(t|e)-(m|a)-(t|i)-(k|a|n),8
promenanta,(pr|o)-(m|e)-(n|a|n)-(t|a),8
virtualajn,(v|i|r)-(t|u)-(∅|a)-(l|a|jn),8
malindaj,(m|a)-(l|i|n)-(d|a|j),8
ĉioma,(ĉ|i)-(∅|o)-(m|a),8
teritoriajn,(t|e)-(r|i)-(t|o)-(r|i)-(∅|a|jn),8
profitodona,(pr|o)-(f|i)-(t|o)-(d|o)-(n|a),8
aprobata,(∅|a|p)-(r|o)-(b|a)-(t|a),8
interesega,(∅|i|n)-(t|e)-(r|e)-(s|e)-(g|a),8
freŝ_bakita,(fr|e|ŝ)-(b|a)-(k|i)-(t|a),8
triangula,(tr|i)-(∅|a|n)-(g|u)-(l|a),8
signifoplenaj,(s|i|g)-(n|i)-(f|o|p)-(l|e)-(n|a|j),8
vortan,(v|o|r)-(t|a|n),8
atentata,(∅|a)-(t|e|n)-(t|a)-(t|a),8
diboĉa,(d|i)-(b|o)-(ĉ|a),8
trovitan,(tr|o)-(v|i)-(t|a|n),8
fonetikaj,(f|o)-(n|e)-(t|i)-(k|a|j),8
sen_celaj,(s|e|n)-(c|e)-(l|a|j),8
mal_plaĉa,(m|a|l)-(pl|a)-(ĉ|a),8
mond_lingva,(m|o|nd)-(l|i|n)-(gv|a),8
tiurilataj,(t|i)-(∅|u)-(r|i)-(l|a)-(t|a|j),8
artikigitaj,(∅|a|r)-(t|i)-(k|i)-(g|i)-(t|a|j),8
formitajn,(f|o|r)-(m|i)-(t|a|jn),8
unuecigaj,(∅|u)-(n|u)-(∅|e)-(c|i)-(g|a|j),8
dujaran,(d|u)-(j|a)-(r|a|n),8
adekvatajn,(∅|a)-(d|e|k)-(v|a)-(t|a|jn),8
majstraj,(m|a|js)-(tr|a|j),8
minacantan,(m|i)-(n|a)-(c|a|n)-(t|a|n),8
konfuzitan,(k|o|n)-(f|u)-(z|i)-(t|a|n),8
respekta,(r|e|s)-(p|e|k)-(t|a),8
ripozanta,(r|i)-(p|o)-(z|a|n)-(t|a),8
komprenemaj,(k|o|m)-(pr|e)-(n|e)-(m|a|j),8
esperantisma,(∅|e|s)-(p|e)-(r|a|n)-(t|i|s)-(m|a),8
naŭzita,(n|a|ŭ)-(z|i)-(t|a),8
mem_volaj,(m|e|m)-(v|o)-(l|a|j),8
loĝita,(l|o)-(ĝ|i)-(t|a),8
volinta,(v|o)-(l|i|n)-(t|a),8
konservinta,(k|o|n)-(s|e|r)-(v|i|n)-(t|a),8
cian,(c|i)-(∅|a|n),8
el_parolita,(∅|e|l)-(p|a)-(r|o)-(l|i)-(t|a),8
el_pensitajn,(∅|e|l)-(p|e|n)-(s|i)-(t|a|jn),8
ritmaj,(r|i|t)-(m|a|j),8
dis_ĵetita,(d|i|s)-(ĵ|e)-(t|i)-(t|a),8
cirkumcidita,(c|i|r)-(k|u|m)-(c|i)-(d|i)-(t|a),8
for_donita,(f|o|r)-(d|o)-(n|i)-(t|a),8
edzina,(∅|e|d)-(z|i)-(n|a),8
jaraĝan,(j|a)-(r|a)-(ĝ|a|n),8
cedra,(c|e|d)-(r|a),8
mem_volan,(m|e|m)-(v|o)-(l|a|n),8
kvin_deka,(kv|i|n)-(d|e)-(k|a),8
hordea,(h|o|r)-(d|e)-(∅|a),8
jeriĥa,(j|e)-(r|i)-(ĥ|a),8
kvar_deka,(kv|a|r)-(d|e)-(k|a),8
aligita,(∅|a)-(l|i)-(g|i)-(t|a),8
tremantan,(tr|e)-(m|a|n)-(t|a|n),8
necirkumciditaj,(n|e)-(c|i|r)-(k|u|m)-(c|i)-(d|i)-(t|a|j),8
venkobatitaj,(v|e|n)-(k|o)-(b|a)-(t|i)-(t|a|j),8
elirantan,(∅|e)-(l|i)-(r|a|n)-(t|a|n),8
itaj,(∅|i)-(t|a|j),8
fanditaj,(f|a|n)-(d|i)-(t|a|j),8
diotima,(d|i)-(∅|o)-(t|i)-(m|a),8
kompatemaj,(k|o|m)-(p|a)-(t|e)-(m|a|j),8
al_ligitaj,(∅|a|l)-(l|i)-(g|i)-(t|a|j),8
trans_rivera,(tr|a|ns)-(r|i)-(v|e)-(r|a),8
sen_fortaj,(s|e|n)-(f|o|r)-(t|a|j),8
sen_hava,(s|e|n)-(h|a)-(v|a),8
eternajn,(∅|e)-(t|e|r)-(n|a|jn),8
malicajn,(m|a)-(l|i)-(c|a|jn),8
ebriiga,(∅|e|b)-(r|i)-(∅|i)-(g|a),8
mal_justajn,(m|a|l)-(j|u|s)-(t|a|jn),8
en_ŝlositaj,(∅|e|n)-(ŝl|o)-(s|i)-(t|a|j),8
lernita,(l|e|r)-(n|i)-(t|a),8
sanigita,(s|a)-(n|i)-(g|i)-(t|a),8
amantaj,(∅|a)-(m|a|n)-(t|a|j),8
volupta,(v|o)-(l|u|p)-(t|a),8
mal_verajn,(m|a|l)-(v|e)-(r|a|jn),8
aĉetataj,(∅|a)-(ĉ|e)-(t|a)-(t|a|j),8
triumfaj,(tr|i)-(∅|u|m)-(f|a|j),8
purpurajn,(p|u|r)-(p|u)-(r|a|jn),8
mal_honoran,(m|a|l)-(h|o)-(n|o)-(r|a|n),8
skribinta,(skr|i)-(b|i|n)-(t|a),8
monstran,(m|o|ns)-(tr|a|n),8
solenajn,(s|o)-(l|e)-(n|a|jn),8
birdaj,(b|i|r)-(d|a|j),8
kurban,(k|u|r)-(b|a|n),8
mal_ĝojiga,(m|a|l)-(ĝ|o)-(j|i)-(g|a),8
supereca,(s|u)-(p|e)-(r|e)-(c|a),8
troigitaj,(tr|o)-(∅|i)-(g|i)-(t|a|j),8
ŝiritaj,(ŝ|i)-(r|i)-(t|a|j),8
kovrila,(k|o|v)-(r|i)-(l|a),8
basa,(b|a)-(s|a),8
